MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
48729;1992;04;17;final;-0.110461;0.000241;0.196801;0.000233;final;-0.4027396;0.0000316;3.1891;0.0185;final;;;;;-0.160;0.197;0.155;0.349;final;-.111300;.195700;final;-.4029400;final;;;-0.374;-0.241
48730;1992;04;18;final;-0.112379;0.000213;0.199241;0.000253;final;-0.4057934;0.0000199;2.9153;0.0178;final;;;;;-0.209;0.211;0.204;0.139;final;-.113100;.198100;final;-.4059300;final;;;-0.333;0.039
48731;1992;04;19;final;-0.114286;0.000196;0.201610;0.000292;final;-0.4085728;0.0000166;2.6495;0.0128;final;;;;;-0.252;0.230;0.184;0.156;final;-.114800;.200500;final;-.4086600;final;;;-0.344;0.179
48732;1992;04;20;final;-0.116137;0.000120;0.203901;0.000278;final;-0.4111091;0.0000161;2.4340;0.0106;final;;;;;-0.288;0.271;0.137;0.190;final;-.116500;.202800;final;-.4111700;final;;;-0.379;0.240
48733;1992;04;21;final;-0.117890;0.000163;0.206114;0.000264;final;-0.4134637;0.0000133;2.2873;0.0106;final;;;;;-0.322;0.271;0.103;0.190;final;-.118100;.205200;final;-.4135300;final;;;-0.381;0.038
48734;1992;04;22;final;-0.119515;0.000163;0.208297;0.000264;final;-0.4157139;0.0000137;2.2313;0.0098;final;;;;;-0.333;0.262;0.048;0.154;final;-.119700;.207600;final;-.4158200;final;;;-0.312;-0.191
48735;1992;04;23;final;-0.121009;0.000164;0.210591;0.000278;final;-0.4179547;0.0000143;2.2605;0.0107;final;;;;;-0.309;0.262;-0.051;0.154;final;-.121300;.209900;final;-.4181000;final;;;-0.199;-0.304
48736;1992;04;24;final;-0.122457;0.000174;0.212976;0.000288;final;-0.4202520;0.0000165;2.3409;0.0105;final;;;;;-0.257;0.224;-0.152;0.112;final;-.122800;.212300;final;-.4204300;final;;;-0.088;-0.368
48737;1992;04;25;final;-0.123952;0.000206;0.215397;0.000249;final;-0.4226478;0.0000154;2.4552;0.0118;final;;;;;-0.183;0.201;-0.226;0.298;final;-.124300;.214700;final;-.4228500;final;;;-0.117;-0.285
48738;1992;04;26;final;-0.125478;0.000273;0.217828;0.000244;final;-0.4251665;0.0000170;2.5820;0.0109;final;;;;;-0.115;0.222;-0.253;0.298;final;-.125900;.217100;final;-.4253900;final;;;-0.213;-0.294
48739;1992;04;27;final;-0.126994;0.000275;0.220260;0.000249;final;-0.4278073;0.0000153;2.6954;0.0106;final;;;;;-0.082;0.271;-0.241;0.102;final;-.127400;.219400;final;-.4280300;final;;;-0.278;-0.435
48740;1992;04;28;final;-0.128471;0.000278;0.222709;0.000292;final;-0.4305458;0.0000126;2.7743;0.0095;final;;;;;-0.096;0.284;-0.242;0.126;final;-.129000;.221800;final;-.4307400;final;;;-0.244;-0.623
48741;1992;04;29;final;-0.129904;0.000284;0.225181;0.000283;final;-0.4333345;0.0000112;2.7891;0.0084;final;;;;;-0.126;0.253;-0.285;0.127;final;-.130500;.224100;final;-.4335000;final;;;-0.164;-0.654
48742;1992;04;30;final;-0.131397;0.000284;0.227659;0.000283;final;-0.4360990;0.0000112;2.7290;0.0086;final;;;;;-0.085;0.253;-0.283;0.127;final;-.132100;.226500;final;-.4362300;final;;;-0.061;-0.723
48743;1992;05;01;final;-0.133073;0.000324;0.230067;0.000304;final;-0.4387714;0.0000131;2.6056;0.0083;final;;;;;0.011;0.276;-0.203;0.155;final;-.133800;.228800;final;-.4388700;final;;;0.025;-0.710
48744;1992;05;02;final;-0.135005;0.000302;0.232338;0.000382;final;-0.4412945;0.0000122;2.4352;0.0090;final;;;;;0.095;0.254;-0.081;0.151;final;-.135400;.231100;final;-.4413800;final;;;0.097;-0.861
48745;1992;05;03;final;-0.137100;0.000289;0.234490;0.000262;final;-0.4436372;0.0000122;2.2509;0.0080;final;;;;;0.149;0.162;0.020;0.131;final;-.137200;.233300;final;-.4437200;final;;;0.088;-1.011
48746;1992;05;04;final;-0.139205;0.000289;0.236583;0.000262;final;-0.4458046;0.0000103;2.0915;0.0085;final;;;;;0.170;0.156;0.049;0.130;final;-.138800;.235700;final;-.4458900;final;;;0.100;-0.963
48747;1992;05;05;final;-0.141162;0.000285;0.238676;0.000302;final;-0.4478419;0.0000119;1.9970;0.0078;final;;;;;0.147;0.140;-0.038;0.130;final;-.140500;.238100;final;-.4479500;final;;;0.101;-0.909
48748;1992;05;06;final;-0.142826;0.000285;0.240837;0.000302;final;-0.4498295;0.0000118;1.9950;0.0122;final;;;;;0.090;0.139;-0.217;0.109;final;-.142000;.240500;final;-.4499600;final;;;0.004;-0.738
48749;1992;05;07;final;-0.144120;0.000285;0.243156;0.000302;final;-0.4518668;0.0000214;2.0977;0.0142;final;;;;;0.060;0.139;-0.290;0.109;final;-.143500;.243000;final;-.4520300;final;;;-0.072;-0.539
48750;1992;05;08;final;-0.145115;0.000283;0.245684;0.000257;final;-0.4540540;0.0000258;2.2879;0.0179;final;;;;;0.070;0.141;-0.238;0.104;final;-.144900;.245500;final;-.4542500;final;;;-0.121;-0.510
48751;1992;05;09;final;-0.145918;0.000387;0.248438;0.000284;final;-0.4564523;0.0000287;2.5074;0.0176;final;;;;;0.117;0.245;-0.155;0.298;final;-.146200;.248000;final;-.4566700;final;;;-0.130;-0.391
48752;1992;05;10;final;-0.146656;0.000318;0.251338;0.000297;final;-0.4590577;0.0000240;2.6935;0.0188;final;;;;;0.193;0.285;-0.081;0.298;final;-.147400;.250600;final;-.4592700;final;;;-0.131;-0.368
48753;1992;05;11;final;-0.147455;0.000283;0.254280;0.000232;final;-0.4618123;0.0000244;2.7985;0.0173;final;;;;;0.288;0.271;-0.025;0.298;final;-.148400;.253100;final;-.4620200;final;;;-0.150;-0.306
48754;1992;05;12;final;-0.148437;0.000345;0.257165;0.000198;final;-0.4646183;0.0000249;2.7943;0.0162;final;;;;;0.391;0.309;0.022;0.298;final;-.149400;.255700;final;-.4648100;final;;;-0.132;-0.360
48755;1992;05;13;final;-0.149632;0.000371;0.259900;0.000224;final;-0.4673732;0.0000212;2.7070;0.0156;final;;;;;0.446;0.262;0.075;0.112;final;-.150200;.258200;final;-.4675800;final;;;-0.073;-0.588
48756;1992;05;14;final;-0.150865;0.000384;0.262406;0.000233;final;-0.4700106;0.0000189;2.5547;0.0126;final;;;;;0.400;0.250;0.169;0.106;final;-.151000;.260700;final;-.4702000;final;;;0.000;-0.751
48757;1992;05;15;final;-0.151921;0.000332;0.264715;0.000219;final;-0.4724640;0.0000135;2.3465;0.0112;final;;;;;0.305;0.192;0.192;0.135;final;-.151600;.263100;final;-.4726300;final;;;0.123;-0.629
48758;1992;05;16;final;-0.152651;0.000286;0.266890;0.000205;final;-0.4747028;0.0000122;2.1360;0.0105;final;;;;;0.194;0.150;-0.009;0.125;final;-.152200;.265600;final;-.4748600;final;;;0.153;-0.437
48759;1992;05;17;final;-0.153077;0.000363;0.269009;0.000249;final;-0.4767517;0.0000162;1.9727;0.0109;final;;;;;0.096;0.113;-0.279;0.138;final;-.152800;.268000;final;-.4769000;final;;;0.073;-0.229
48760;1992;05;18;final;-0.153301;0.000371;0.271157;0.000247;final;-0.4786725;0.0000180;1.8823;0.0124;final;;;;;0.071;0.113;-0.331;0.138;final;-.153300;.270400;final;-.4788200;final;;;0.013;-0.172
48761;1992;05;19;final;-0.153469;0.000278;0.273410;0.000426;final;-0.4805432;0.0000189;1.8725;0.0129;final;;;;;0.126;0.264;-0.188;0.109;final;-.153700;.272800;final;-.4806900;final;;;-0.083;-0.403
48762;1992;05;20;final;-0.153679;0.000230;0.275815;0.000335;final;-0.4824386;0.0000186;1.9261;0.0133;final;;;;;0.202;0.278;-0.053;0.159;final;-.154200;.275200;final;-.4825800;final;;;-0.122;-0.587
48763;1992;05;21;final;-0.153914;0.000211;0.278338;0.000325;final;-0.4844067;0.0000186;2.0138;0.0142;final;;;;;0.211;0.272;0.035;0.137;final;-.154600;.277600;final;-.4845400;final;;;-0.179;-0.646
48764;1992;05;22;final;-0.154184;0.000172;0.280926;0.000357;final;-0.4864668;0.0000214;2.1033;0.0135;final;;;;;0.094;0.317;0.060;0.157;final;-.155000;.280000;final;-.4865900;final;;;-0.258;-0.522
48765;1992;05;23;final;-0.154561;0.000204;0.283542;0.000449;final;-0.4886132;0.0000196;2.1926;0.0144;final;;;;;-0.011;0.288;0.059;0.144;final;-.155400;.282400;final;-.4887500;final;;;-0.344;-0.327
48766;1992;05;24;final;-0.155081;0.000204;0.286171;0.000449;final;-0.4908520;0.0000194;2.2821;0.0119;final;;;;;-0.049;0.288;0.063;0.144;final;-.155900;.284700;final;-.4910000;final;;;-0.466;-0.227
48767;1992;05;25;final;-0.155737;0.000183;0.288741;0.000442;final;-0.4931688;0.0000135;2.3460;0.0124;final;;;;;-0.058;0.226;0.060;0.154;final;-.156300;.287100;final;-.4933200;final;;;-0.621;-0.268
48768;1992;05;26;final;-0.156512;0.000364;0.291160;0.000355;final;-0.4955306;0.0000156;2.3696;0.0110;final;;;;;-0.094;0.178;0.038;0.298;final;-.156600;.289500;final;-.4956700;final;;;-0.626;-0.342
48769;1992;05;27;final;-0.157343;0.000389;0.293380;0.000460;final;-0.4978871;0.0000174;2.3304;0.0107;final;;;;;-0.175;0.154;-0.028;0.101;final;-.157000;.291800;final;-.4980000;final;;;-0.565;-0.335
48770;1992;05;28;final;-0.158025;0.000384;0.295487;0.000530;final;-0.5001655;0.0000146;2.2136;0.0117;final;;;;;-0.238;0.132;-0.113;0.141;final;-.157300;.294200;final;-.5002600;final;;;-0.395;-0.280
48771;1992;05;29;final;-0.158340;0.000387;0.297590;0.000451;final;-0.5022989;0.0000155;2.0504;0.0102;final;;;;;-0.220;0.123;-0.160;0.145;final;-.157500;.296500;final;-.5023900;final;;;-0.239;-0.319
48772;1992;05;30;final;-0.158200;0.000403;0.299791;0.000431;final;-0.5042618;0.0000143;1.8735;0.0108;final;;;;;-0.147;0.126;-0.062;0.167;final;-.157600;.298900;final;-.5043500;final;;;-0.106;-0.402
48773;1992;05;31;final;-0.157770;0.000380;0.302133;0.000367;final;-0.5060453;0.0000151;1.6949;0.0108;final;;;;;-0.078;0.120;0.063;0.168;final;-.157700;.301200;final;-.5061400;final;;;-0.029;-0.583
48774;1992;06;01;final;-0.157227;0.000377;0.304642;0.000406;final;-0.5076662;0.0000163;1.5601;0.0111;final;;;;;-0.052;0.117;0.041;0.163;final;-.157600;.303500;final;-.5077700;final;;;-0.153;-0.870
48775;1992;06;02;final;-0.156669;0.000352;0.307244;0.000450;final;-0.5091957;0.0000164;1.5159;0.0117;final;;;;;-0.032;0.126;-0.033;0.175;final;-.157400;.306000;final;-.5093000;final;;;0.099;-0.567
48776;1992;06;03;final;-0.156189;0.000370;0.309824;0.000462;final;-0.5107342;0.0000167;1.5803;0.0126;final;;;;;0.030;0.152;-0.108;0.152;final;-.157200;.308800;final;-.5108600;final;;;0.164;-0.284
48777;1992;06;04;final;-0.155841;0.000419;0.312290;0.000384;final;-0.5123885;0.0000192;1.7411;0.0138;final;;;;;0.064;0.141;-0.239;0.158;final;-.156900;.311500;final;-.5125300;final;;;0.182;-0.101
48778;1992;06;05;final;-0.155605;0.000398;0.314613;0.000394;final;-0.5142293;0.0000220;1.9404;0.0153;final;;;;;0.066;0.146;-0.311;0.106;final;-.156600;.314100;final;-.5143800;final;;;0.243;-0.193
48779;1992;06;06;final;-0.155396;0.000354;0.316813;0.000381;final;-0.5162599;0.0000238;2.1114;0.0246;final;;;;;0.121;0.142;-0.316;0.298;final;-.156300;.316300;final;-.5164300;final;;;0.339;-0.196
48780;1992;06;07;final;-0.155158;0.000412;0.318940;0.000533;final;-0.5184265;0.0000440;2.2054;0.0263;final;;;;;0.234;0.144;-0.257;0.107;final;-.156000;.318300;final;-.5186000;final;;;0.403;-0.101
48781;1992;06;08;final;-0.154873;0.000421;0.321054;0.000431;final;-0.5206362;0.0000470;2.1957;0.0319;final;;;;;0.355;0.144;-0.143;0.107;final;-.155500;.320200;final;-.5208200;final;;;0.342;-0.126
48782;1992;06;09;final;-0.154573;0.000386;0.323219;0.000289;final;-0.5227857;0.0000463;2.0892;0.0320;final;;;;;0.431;0.093;0.011;0.125;final;-.154800;.322200;final;-.5229400;final;;;0.165;-0.146
48783;1992;06;10;final;-0.154275;0.000257;0.325493;0.000366;final;-0.5247940;0.0000435;1.9209;0.0285;final;;;;;0.437;0.093;0.193;0.125;final;-.154200;.324500;final;-.5249100;final;;;0.009;-0.302
48784;1992;06;11;final;-0.153952;0.000226;0.327904;0.000404;final;-0.5266195;0.0000331;1.7287;0.0292;final;;;;;0.384;0.090;0.350;0.113;final;-.153700;.327100;final;-.5266900;final;;;-0.130;-0.564
48785;1992;06;12;final;-0.153607;0.000235;0.330476;0.000464;final;-0.5282551;0.0000389;1.5475;0.0178;final;;;;;0.283;0.188;0.412;0.289;final;-.153500;.330000;final;-.5282800;final;;;-0.128;-0.861
48786;1992;06;13;final;-0.153277;0.000288;0.333234;0.000424;final;-0.5297292;0.0000130;1.4102;0.0206;final;;;;;0.153;0.279;0.303;0.238;final;-.153400;.333000;final;-.5297300;final;;;-0.052;-1.052
48787;1992;06;14;final;-0.153005;0.000219;0.336191;0.000432;final;-0.5310955;0.0000134;1.3327;0.0098;final;;;;;0.030;0.279;-0.034;0.238;final;-.153200;.336000;final;-.5311000;final;;;0.078;-1.081
48788;1992;06;15;final;-0.152852;0.000219;0.339295;0.000432;final;-0.5324140;0.0000147;1.3134;0.0105;final;;;;;-0.059;0.308;-0.391;0.222;final;-.153000;.339100;final;-.5324500;final;;;0.196;-1.166
48789;1992;06;16;final;-0.152854;0.000246;0.342428;0.000504;final;-0.5337391;0.0000162;1.3445;0.0124;final;;;;;-0.154;0.308;-0.524;0.222;final;-.152900;.342000;final;-.5338200;final;;;0.309;-1.198
48790;1992;06;17;final;-0.152992;0.000639;0.345476;0.000575;final;-0.5351158;0.0000200;1.4141;0.0131;final;;;;;-0.225;0.420;-0.527;0.250;final;-.153100;.344800;final;-.5352300;final;;;0.401;-1.250
48791;1992;06;18;final;-0.153145;0.000729;0.348359;0.000574;final;-0.5365763;0.0000205;1.5106;0.0163;final;;;;;-0.159;0.429;-0.485;0.312;final;-.153300;.347400;final;-.5367200;final;;;0.469;-1.182
48792;1992;06;19;final;-0.153172;0.000753;0.351016;0.000566;final;-0.5381414;0.0000257;1.6202;0.0176;final;;;;;-0.040;0.464;-0.472;0.423;final;-.153400;.349900;final;-.5383100;final;;;0.439;-0.975
48793;1992;06;20;final;-0.152923;0.000761;0.353410;0.000584;final;-0.5398179;0.0000285;1.7332;0.0186;final;;;;;-0.039;0.407;-0.507;0.356;final;-.153300;.352200;final;-.5400000;final;;;0.391;-0.557
48794;1992;06;21;final;-0.152304;0.000696;0.355607;0.000419;final;-0.5416018;0.0000268;1.8280;0.0196;final;;;;;-0.099;0.400;-0.201;0.382;final;-.153000;.354400;final;-.5417800;final;;;0.218;-0.270
48795;1992;06;22;final;-0.151419;0.000748;0.357733;0.000401;final;-0.5434588;0.0000270;1.8774;0.0176;final;;;;;-0.049;0.348;0.089;0.339;final;-.152200;.356600;final;-.5436200;final;;;-0.032;-0.095
48796;1992;06;23;final;-0.150465;0.000616;0.359906;0.000336;final;-0.5453387;0.0000229;1.8731;0.0167;final;;;;;0.068;0.254;0.075;0.372;final;-.151200;.358800;final;-.5454800;final;;;-0.323;-0.051
48797;1992;06;24;final;-0.149634;0.000587;0.362187;0.000327;final;-0.5471858;0.0000196;1.8111;0.0148;final;;;;;0.090;0.287;-0.023;0.259;final;-.150200;.361000;final;-.5473200;final;;;-0.523;-0.008
48798;1992;06;25;final;-0.148902;0.000548;0.364554;0.000317;final;-0.5489437;0.0000187;1.6975;0.0145;final;;;;;0.047;0.220;-0.150;0.170;final;-.149200;.363400;final;-.5490800;final;;;-0.597;0.015
48799;1992;06;26;final;-0.148079;0.000580;0.366988;0.000288;final;-0.5505692;0.0000214;1.5491;0.0150;final;;;;;-0.008;0.224;-0.228;0.199;final;-.148000;.365800;final;-.5507200;final;;;-0.511;-0.162
48800;1992;06;27;final;-0.147031;0.000584;0.369461;0.000262;final;-0.5520372;0.0000235;1.3867;0.0149;final;;;;;-0.030;0.257;-0.199;0.157;final;-.146800;.368400;final;-.5521800;final;;;-0.386;-0.448
48801;1992;06;28;final;-0.145776;0.000433;0.371950;0.000236;final;-0.5533501;0.0000208;1.2467;0.0157;final;;;;;-0.023;0.301;-0.104;0.171;final;-.145700;.371000;final;-.5535000;final;;;-0.226;-0.892
48802;1992;06;29;final;-0.144495;0.000421;0.374450;0.000214;final;-0.5545515;0.0000208;1.1695;0.0152;final;;;;;-0.018;0.275;-0.010;0.163;final;-.144700;.373500;final;-.5547000;final;;;-0.166;-1.033
48803;1992;06;30;final;-0.143318;0.000393;0.376942;0.000216;final;-0.5557222;0.0000223;1.1918;0.0152;final;;;;;-0.050;0.241;0.034;0.298;final;-.143600;.375900;final;-.5558700;final;;;-0.180;-0.933
48804;1992;07;01;final;-0.142232;0.000389;0.379396;0.000214;final;0.4430372;0.0000222;1.2973;0.0162;final;;;;;-0.126;0.241;-0.029;0.298;final;-.142500;.378200;final;.4429100;final;;;-0.154;-0.844
48805;1992;07;02;final;-0.141165;0.000376;0.381779;0.000187;final;0.4416653;0.0000236;1.4565;0.0147;final;;;;;-0.192;0.241;-0.219;0.298;final;-.141300;.380500;final;.4415300;final;;;-0.128;-0.992
48806;1992;07;03;final;-0.140021;0.000301;0.384091;0.000200;final;0.4401162;0.0000194;1.6397;0.0159;final;;;;;-0.204;0.173;-0.389;0.102;final;-.140200;.382700;final;.4399700;final;;;-0.221;-1.233
48807;1992;07;04;final;-0.138724;0.000262;0.386344;0.000242;final;0.4384035;0.0000214;1.7703;0.0195;final;;;;;-0.167;0.172;-0.422;0.159;final;-.139200;.384900;final;.4382400;final;;;-0.227;-1.277
48808;1992;07;05;final;-0.137324;0.000411;0.388533;0.000349;final;0.4366113;0.0000339;1.7940;0.0225;final;;;;;-0.113;0.172;-0.362;0.154;final;-.138000;.387100;final;.4364400;final;;;-0.209;-1.131
48809;1992;07;06;final;-0.135841;0.000387;0.390662;0.000267;final;0.4348529;0.0000396;1.7054;0.0251;final;;;;;-0.067;0.173;-0.273;0.166;final;-.136700;.389400;final;.4346700;final;;;-0.241;-1.114
48810;1992;07;07;final;-0.134231;0.000355;0.392759;0.000256;final;0.4332264;0.0000371;1.5389;0.0262;final;;;;;-0.058;0.159;-0.219;0.174;final;-.135000;.391500;final;.4330500;final;;;-0.344;-1.027
48811;1992;07;08;final;-0.132477;0.000343;0.394884;0.000255;final;0.4317857;0.0000343;1.3405;0.0254;final;;;;;-0.090;0.142;-0.233;0.152;final;-.133200;.393700;final;.4316200;final;;;-0.456;-0.943
48812;1992;07;09;final;-0.130782;0.000342;0.397139;0.000241;final;0.4305456;0.0000346;1.1414;0.0250;final;;;;;-0.094;0.142;-0.234;0.152;final;-.131400;.396100;final;.4304000;final;;;-0.528;-0.692
48813;1992;07;10;final;-0.129400;0.000359;0.399570;0.000284;final;0.4294894;0.0000363;0.9827;0.0208;final;;;;;-0.099;0.131;-0.191;0.120;final;-.129900;.398800;final;.4293600;final;;;-0.562;-0.553
48814;1992;07;11;final;-0.128306;0.000418;0.402090;0.000254;final;0.4285595;0.0000232;0.8860;0.0216;final;;;;;-0.108;0.126;-0.102;0.166;final;-.128700;.401700;final;.4284400;final;;;-0.419;-0.458
48815;1992;07;12;final;-0.127439;0.000428;0.404561;0.000263;final;0.4276994;0.0000236;0.8432;0.0147;final;;;;;-0.106;0.094;-0.005;0.175;final;-.128000;.404500;final;.4275900;final;;;-0.185;-0.378
48816;1992;07;13;final;-0.126708;0.000409;0.406839;0.000243;final;0.4268572;0.0000182;0.8482;0.0145;final;;;;;-0.093;0.075;0.068;0.168;final;-.127500;.406800;final;.4267600;final;;;-0.033;-0.303
48817;1992;07;14;final;-0.126041;0.000423;0.408831;0.000245;final;0.4259871;0.0000169;0.9010;0.0122;final;;;;;-0.086;0.067;0.088;0.202;final;-.127000;.408600;final;.4258900;final;;;0.063;-0.300
48818;1992;07;15;final;-0.125298;0.000427;0.410552;0.000287;final;0.4250377;0.0000163;1.0063;0.0117;final;;;;;-0.103;0.115;0.045;0.239;final;-.126200;.410100;final;.4249200;final;;;-0.036;-0.435
48819;1992;07;16;final;-0.124167;0.000421;0.412196;0.000272;final;0.4239636;0.0000161;1.1444;0.0123;final;;;;;-0.129;0.107;-0.053;0.221;final;-.124900;.411600;final;.4238400;final;;;-0.172;-0.751
48820;1992;07;17;final;-0.122448;0.000330;0.413985;0.000295;final;0.4227496;0.0000185;1.2806;0.0102;final;;;;;-0.136;0.119;-0.188;0.215;final;-.123100;.413300;final;.4226200;final;;;-0.340;-0.888
48821;1992;07;18;final;-0.120213;0.000226;0.416016;0.000278;final;0.4214089;0.0000124;1.3974;0.0106;final;;;;;-0.099;0.105;-0.205;0.206;final;-.120700;.415400;final;.4212700;final;;;-0.441;-0.755
48822;1992;07;19;final;-0.117637;0.000206;0.418344;0.000237;final;0.4199636;0.0000104;1.4877;0.0077;final;;;;;-0.051;0.104;-0.125;0.202;final;-.118100;.417800;final;.4198100;final;;;-0.601;-0.628
48823;1992;07;20;final;-0.114938;0.000173;0.420858;0.000237;final;0.4184461;0.0000092;1.5402;0.0068;final;;;;;-0.013;0.103;-0.049;0.202;final;-.115400;.420400;final;.4182900;final;;;-0.862;-0.544
48824;1992;07;21;final;-0.112315;0.000197;0.423396;0.000249;final;0.4168969;0.0000087;1.5515;0.0063;final;;;;;0.009;0.071;-0.066;0.142;final;-.112800;.422900;final;.4167400;final;;;-1.110;-0.520
48825;1992;07;22;final;-0.109984;0.000206;0.425808;0.000194;final;0.4153569;0.0000086;1.5213;0.0057;final;;;;;-0.003;0.188;-0.147;0.186;final;-.110400;.425200;final;.4152100;final;;;-1.280;-0.453
48826;1992;07;23;final;-0.108009;0.000211;0.428027;0.000198;final;0.4138666;0.0000073;1.4542;0.0056;final;;;;;-0.025;0.185;-0.144;0.175;final;-.108200;.427400;final;.4137200;final;;;-1.266;-0.304
48827;1992;07;24;final;-0.106053;0.000218;0.430134;0.000178;final;0.4124558;0.0000073;1.3653;0.0053;final;;;;;-0.015;0.210;-0.095;0.158;final;-.106000;.429500;final;.4122900;final;;;-1.025;-0.297
48828;1992;07;25;final;-0.103948;0.000217;0.432148;0.000185;final;0.4111349;0.0000076;1.2797;0.0066;final;;;;;0.042;0.200;-0.093;0.135;final;-.104000;.431500;final;.4109600;final;;;-0.706;-0.368
48829;1992;07;26;final;-0.101781;0.000263;0.434083;0.000173;final;0.4098831;0.0000111;1.2340;0.0062;final;;;;;0.144;0.194;-0.141;0.127;final;-.102100;.433400;final;.4097000;final;;;-0.459;-0.637
48830;1992;07;27;final;-0.099727;0.000271;0.435952;0.000263;final;0.4086463;0.0000097;1.2501;0.0074;final;;;;;0.237;0.202;-0.183;0.133;final;-.100000;.435300;final;.4084800;final;;;-0.370;-0.671
48831;1992;07;28;final;-0.097876;0.000263;0.437749;0.000254;final;0.4073591;0.0000097;1.3376;0.0065;final;;;;;0.232;0.121;-0.207;0.298;final;-.098000;.437200;final;.4072100;final;;;-0.335;-0.512
48832;1992;07;29;final;-0.096152;0.000241;0.439507;0.000222;final;0.4059414;0.0000087;1.5142;0.0064;final;;;;;0.149;0.112;-0.261;0.298;final;-.096100;.439000;final;.4058000;final;;;-0.300;-0.381
48833;1992;07;30;final;-0.094316;0.000238;0.441364;0.000225;final;0.4043098;0.0000083;1.7533;0.0057;final;;;;;0.049;0.089;-0.309;0.298;final;-.094300;.440800;final;.4041700;final;;;-0.282;-0.274
48834;1992;07;31;final;-0.092305;0.000233;0.443467;0.000221;final;0.4024395;0.0000075;1.9781;0.0078;final;;;;;-0.048;0.111;-0.297;0.108;final;-.092500;.442700;final;.4023000;final;;;-0.168;-0.403
48835;1992;08;01;final;-0.090200;0.000324;0.445757;0.000240;final;0.4003811;0.0000131;2.1204;0.0073;final;;;;;-0.157;0.115;-0.217;0.137;final;-.090400;.444900;final;.4002500;final;;;-0.061;-0.372
48836;1992;08;02;final;-0.088059;0.000285;0.448106;0.000237;final;0.3982402;0.0000125;2.1384;0.0091;final;;;;;-0.253;0.105;-0.172;0.135;final;-.088300;.447300;final;.3981000;final;;;-0.020;-0.274
48837;1992;08;03;final;-0.085872;0.000284;0.450378;0.000166;final;0.3961444;0.0000127;2.0362;0.0089;final;;;;;-0.267;0.113;-0.169;0.149;final;-.086200;.449700;final;.3959900;final;;;0.007;-0.317
48838;1992;08;04;final;-0.083732;0.000283;0.452481;0.000180;final;0.3941976;0.0000127;1.8445;0.0089;final;;;;;-0.194;0.103;-0.163;0.128;final;-.084100;.451900;final;.3940300;final;;;0.087;-0.348
48839;1992;08;05;final;-0.081805;0.000278;0.454494;0.000184;final;0.3924582;0.0000125;1.6442;0.0093;final;;;;;-0.128;0.102;-0.168;0.123;final;-.082200;.454100;final;.3922700;final;;;0.000;-0.289
48840;1992;08;06;final;-0.079980;0.000270;0.456489;0.000182;final;0.3909000;0.0000135;1.4714;0.0079;final;;;;;-0.103;0.069;-0.123;0.124;final;-.080400;.456100;final;.3907400;final;;;-0.162;-0.220
48841;1992;08;07;final;-0.078116;0.000178;0.458552;0.000144;final;0.3895066;0.0000097;1.3248;0.0089;final;;;;;-0.106;0.081;-0.089;0.298;final;-.078500;.457900;final;.3893600;final;;;-0.394;-0.038
48842;1992;08;08;final;-0.076185;0.000201;0.460793;0.000172;final;0.3882335;0.0000115;1.2287;0.0082;final;;;;;-0.115;0.107;-0.129;0.163;final;-.076500;.459800;final;.3881300;final;;;-0.391;0.071
48843;1992;08;09;final;-0.074267;0.000207;0.463250;0.000186;final;0.3870313;0.0000131;1.1862;0.0097;final;;;;;-0.114;0.121;-0.150;0.157;final;-.074400;.462000;final;.3869300;final;;;-0.276;-0.076
48844;1992;08;10;final;-0.072292;0.000219;0.465842;0.000210;final;0.3858431;0.0000157;1.1978;0.0104;final;;;;;-0.076;0.143;-0.142;0.159;final;-.072500;.464700;final;.3857400;final;;;0.023;-0.256
48845;1992;08;11;final;-0.070218;0.000222;0.468459;0.000207;final;0.3846046;0.0000161;1.3029;0.0119;final;;;;;-0.018;0.165;-0.225;0.171;final;-.070700;.467200;final;.3844400;final;;;0.100;-0.233
48846;1992;08;12;final;-0.068238;0.000235;0.470980;0.000240;final;0.3832084;0.0000178;1.4949;0.0121;final;;;;;-0.013;0.163;-0.365;0.188;final;-.068900;.469700;final;.3830000;final;;;0.027;-0.180
48847;1992;08;13;final;-0.066374;0.000236;0.473243;0.000232;final;0.3816163;0.0000181;1.6825;0.0134;final;;;;;-0.034;0.160;-0.408;0.199;final;-.067100;.471800;final;.3814100;final;;;-0.142;-0.414
48848;1992;08;14;final;-0.064443;0.000200;0.475225;0.000290;final;0.3798610;0.0000201;1.8172;0.0120;final;;;;;-0.104;0.163;-0.298;0.158;final;-.065100;.473800;final;.3796700;final;;;-0.304;-0.605
48849;1992;08;15;final;-0.062310;0.000208;0.477006;0.000358;final;0.3780014;0.0000157;1.8934;0.0129;final;;;;;-0.200;0.249;-0.161;0.159;final;-.063000;.475900;final;.3778100;final;;;-0.471;-0.495
